gene_id_base	pct_samples_tpm_gt_0.1	mean_tpm_gene	gene_name	gene_type	chrom	gene_start	gene_end	strand	gene_length_abs	n_isoforms_gencode	n_protein_coding_isoforms	n_nmd_isoforms	n_distinct_tss	n_distinct_transcript_ends	sum_mean_tpm_transcripts	n_isoforms_in_tpm_file	n_isoforms_mean_tpm_gt_0.1	max_isoform_mean_tpm	n_isoforms_ge_10pct_of_max_isoform_mean	gene_length_model_exons_union	n_distinct_exons	n_exon_blocks_merged	cds_length_union_protein_coding	n_distinct_cds_exons	n_cds_exon_blocks_merged	cds_fraction_of_exonic_length	utr5_length_union_all_pc	utr3_length_union_all_pc	n_distinct_cds_start_positions	n_distinct_cds_end_positions	n_distinct_5prime_utr_only_terminal_exons	n_distinct_3prime_utr_only_terminal_exons	canonical_transcript_id	gene_length_canonical_exons_union	cds_length_canonical_union	utr5_length_canonical	utr3_length_canonical	n_exons_canonical	n_cds_exons_canonical	sum_tx_tpm_over_gene_tpm	frac_isoforms_mean_tpm_gt_0.1
ENSG00000233502	3.8011695906432745	0.01071835380116959	ENSG00000233502	lncRNA	chr2	10079773	10086173	+	6401	3	0	0	3	3	0.03476608187134503	3	0	0.031228070175438594	2	596	8	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000790965	232	0			2	0	3.2436027505969567	0.0
ENSG00000212558	0.0	0.0	ENSG00000212558	snoRNA	chr2	10090205	10090319	-	115	1	0	0	1	1	0.0	1	0	0.0	1	115	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000391256	115	0			1	0		0.0
ENSG00000171848	82.16374269005848	3.9196367280701723	RRM2	protein_coding	chr2	10120698	10211725	+	91028	17	4	2	14	14	4.314883040935673	17	5	2.578918128654971	3	9153	37	17	1371	15	12	0.1497869550966896	728	2035	3	1	1	0	ENST00000304567	3258	1167	60.0	2031.0	10	10	1.100837485789174	0.29411764705882354
ENSG00000206647	0.8771929824561403	0.003392812865497076	ENSG00000206647	snoRNA	chr2	10155072	10155206	-	135	1	0	0	1	1	0.0	1	0	0.0	1	135	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000383920	135	0			1	0	0.0	0.0
ENSG00000265418	0.0	0.0	MIR4261	miRNA	chr2	10192614	10192671	-	58	1	0	0	1	1	0.0	1	0	0.0	1	58	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000580325	58	0			1	0		0.0
ENSG00000294395	40.93567251461988	0.34782830994152053	ENSG00000294395	lncRNA	chr2	10198674	10202477	-	3804	2	0	0	2	2	0.09178362573099418	2	0	0.08608187134502926	1	983	5	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000723344	888	0			3	0	0.2638762375219703	0.0
ENSG00000303569	8.187134502923977	0.04510984502923976	ENSG00000303569	lncRNA	chr2	10272102	10273641	+	1540	1	0	0	1	1	0.023187134502923975	1	0	0.023187134502923975	1	675	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000795694	675	0			3	0	0.514014944806268	0.0
ENSG00000298720	3.216374269005848	0.014189441520467833	ENSG00000298720	lncRNA	chr2	10277812	10289708	+	11897	3	0	0	3	3	0.016403508771929823	3	0	0.01067251461988304	2	1535	9	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000757580	544	0			3	0	1.1560362504943036	0.0
ENSG00000264030	0.5847953216374269	0.0015266345029239768	RN7SL66P	misc_RNA	chr2	10280628	10280891	+	264	1	0	0	1	1	0.0	1	0	0.0	1	264	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000582099	264	0			1	0	0.0	0.0
ENSG00000285872	52.92397660818714	0.1998908713450292	ENSG00000285872	lncRNA	chr2	10287703	10304903	-	17201	15	0	0	14	6	0.1699707602339181	15	0	0.05453216374269006	10	2959	27	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000757253	754	0			4	0	0.8503177713430127	0.0
ENSG00000206898	0.0	0.0	ENSG00000206898	snoRNA	chr2	10296047	10296180	-	134	1	0	0	1	1	0.0	1	0	0.0	1	134	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384171	134	0			1	0		0.0
ENSG00000298642	18.421052631578945	0.06873559356725145	ENSG00000298642	lncRNA	chr2	10301971	10374320	+	72350	1	0	0	1	1	0.01587719298245614	1	0	0.01587719298245614	1	1102	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000757088	1102	0			2	0	0.23098939222692194	0.0
ENSG00000115756	100.0	13.659100385964901	HPCAL1	protein_coding	chr2	10302889	10427617	+	124729	8	7	1	8	6	24.683070175438605	8	7	18.68184210526317	2	6237	23	14	665	7	4	0.10662177328843996	1474	897	2	3	6	1	ENST00000307845	1749	579	384.0	786.0	5	3	1.807078759066822	0.875
ENSG00000298662	29.239766081871345	0.12589091228070176	ENSG00000298662	lncRNA	chr2	10307808	10358802	+	50995	1	0	0	1	1	0.06423976608187133	1	0	0.06423976608187133	1	619	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000757143	619	0			2	0	0.5102812023367859	0.0
ENSG00000298780	3.508771929824561	0.009861102339181286	ENSG00000298780	lncRNA	chr2	10357564	10360903	-	3340	1	0	0	1	1	0.0003216374269005848	1	0	0.0003216374269005848	1	475	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000757978	475	0			3	0	0.032616782164669095	0.0
ENSG00000298762	17.543859649122805	0.11008298538011696	ENSG00000298762	lncRNA	chr2	10407458	10412542	-	5085	1	0	0	1	1	0.03988304093567251	1	0	0.03988304093567251	1	1080	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000757775	1080	0			3	0	0.36229977591865103	0.0
ENSG00000298739	48.53801169590643	0.19045315497076015	ENSG00000298739	lncRNA	chr2	10426595	10432902	-	6308	4	0	0	4	3	0.06760233918128654	4	0	0.056783625730994144	1	1214	8	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000757687	484	0			2	0	0.3549552077079814	0.0
ENSG00000298698	88.30409356725146	0.645997771929824	ENSG00000298698	lncRNA	chr2	10431994	10443924	+	11931	2	0	0	2	2	0.005467836257309941	2	0	0.005467836257309941	1	635	5	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000757451	494	0			2	0	0.008464172006314477	0.0
ENSG00000115758	100.0	58.99667073099415	ODC1	protein_coding	chr2	10439968	10448327	-	8360	6	5	1	5	5	42.53684210526316	6	5	28.19324561403508	2	3307	21	13	1383	11	10	0.41820381009978835	1165	759	1	1	5	0	ENST00000234111	2476	1383	334.0	759.0	12	10	0.721004110540703	0.8333333333333334
ENSG00000206633	5.555555555555555	0.02912108187134503	SNORA80B	snoRNA	chr2	10446714	10446849	-	136	1	0	0	1	1	0.0	1	0	0.0	1	136	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000383906	136	0			1	0	0.0	0.0
ENSG00000257135	86.8421052631579	0.5064868216374274	ODC1-DT	lncRNA	chr2	10448640	10457693	+	9054	22	0	0	19	16	0.6409356725146198	22	2	0.1991228070175439	8	5680	45	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000553181	4242	0			4	0	1.2654537988619943	0.09090909090909091
ENSG00000305382	5.555555555555555	0.0229414269005848	ENSG00000305382	lncRNA	chr2	10451941	10455471	-	3531	1	0	0	1	1	0.0003508771929824561	1	0	0.0003508771929824561	1	648	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000810678	648	0			2	0	0.015294479916308603	0.0
ENSG00000309939	0.29239766081871343	0.0014132309941520468	ENSG00000309939	lncRNA	chr2	10481408	10495667	+	14260	2	0	0	2	2	0.0007017543859649122	2	0	0.0007017543859649122	1	618	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000846049	357	0			2	0	0.49656028552216414	0.0
ENSG00000307162	0.0	0.001149269005847953	ENSG00000307162	lncRNA	chr2	10497559	10501231	-	3673	1	0	0	1	1	5.847953216374269e-05	1	0	5.847953216374269e-05	1	1821	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000824336	1821	0			3	0	0.050884111436204055	0.0
ENSG00000309797	9.064327485380117	0.10010537134502923	ENSG00000309797	lncRNA	chr2	10555400	10557244	+	1845	1	0	0	1	1	0.037192982456140354	1	0	0.037192982456140354	1	769	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000844028	769	0			2	0	0.37153832962617733	0.0
ENSG00000115761	100.0	4.5330390087719294	NOL10	protein_coding	chr2	10562347	10689987	-	127641	22	6	6	11	15	8.990175438596493	22	7	4.502134502923978	3	21331	52	23	2115	27	25	0.09915146969199756	126	3777	1	1	0	0	ENST00000381685	3498	2064	114.0	1320.0	21	21	1.983255696939628	0.3181818181818182
ENSG00000234818	24.561403508771928	0.0972957251461988	ENSG00000234818	lncRNA	chr2	10587728	10604830	+	17103	2	0	0	2	2	0.024707602339181282	2	0	0.01616959064327485	2	814	6	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000414538	565	0			4	0	0.25394334953622133	0.0
ENSG00000243819	75.43859649122807	0.4621946725146195	RN7SL832P	lncRNA	chr2	10690344	10692099	+	1756	1	0	0	1	1	0.21441520467836248	1	1	0.21441520467836248	1	1756	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000607781	1756	0			1	0	0.4639066986899993	1.0
ENSG00000307429	1.1695906432748537	0.006020535087719298	ENSG00000307429	lncRNA	chr2	10709188	10717592	-	8405	1	0	0	1	1	0.0009649122807017544	1	0	0.0009649122807017544	1	697	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000826236	697	0			3	0	0.1602701863942268	0.0
ENSG00000236162	1.1695906432748537	0.005688213450292398	ENSG00000236162	lncRNA	chr2	10712362	10720952	+	8591	3	0	0	3	3	0.0020467836257309947	3	0	0.0020467836257309947	1	1776	11	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000826314	1496	0			3	0	0.35982890649537447	0.0
ENSG00000143882	100.0	58.9710978947368	ATP6V1C2	protein_coding	chr2	10721100	10785110	+	64011	5	4	0	5	4	1.6915789473684208	5	3	0.5998245614035088	4	3502	22	16	1311	15	14	0.37435750999428896	257	1850	1	2	3	0	ENST00000272238	3259	1281	128.0	1850.0	14	13	0.028684881369987095	0.6
ENSG00000239053	0.0	0.0	RNU7-138P	snRNA	chr2	10744186	10744249	+	64	1	0	0	1	1	0.0	1	0	0.0	1	64	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000459479	64	0			1	0		0.0
ENSG00000272275	90.64327485380117	1.1142577573099417	ENSG00000272275	lncRNA	chr2	10767875	10770058	-	2184	1	0	0	1	1	0.6407894736842107	1	1	0.6407894736842107	1	393	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000606907	393	0			3	0	0.5750819049545722	1.0
ENSG00000143870	100.0	130.83382456140353	PDIA6	protein_coding	chr2	10783391	10837977	-	54587	8	7	0	7	5	100.67309941520467	8	1	100.49938596491228	1	4096	27	20	1587	18	17	0.387451171875	1799	870	5	2	3	0	ENST00000272227	2279	1320	89.0	870.0	13	13	0.7694730300263929	0.125
ENSG00000238962	0.0	0.0	RNU7-176P	snRNA	chr2	10815485	10815546	-	62	1	0	0	1	1	0.0	1	0	0.0	1	62	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000458792	62	0			1	0		0.0
ENSG00000303453	1.1695906432748537	0.00136796783625731	ENSG00000303453	lncRNA	chr2	10832679	10836527	+	3849	1	0	0	1	1	0.0	1	0	0.0	1	284	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000794705	284	0			2	0	0.0	0.0
ENSG00000271952	46.783625730994146	0.7008406432748537	LINC01954	lncRNA	chr2	10837758	10901931	+	64174	17	0	0	15	8	1.8833333333333337	17	2	1.3437134502923982	1	2869	28	11	0	0	0	0.0	0	0	0	0	0	0	ENST00000743683	743	0			2	0	2.687249022164277	0.11764705882352941
ENSG00000296979	7.017543859649122	0.05764381578947369	ENSG00000296979	lncRNA	chr2	10847397	10848711	-	1315	4	0	0	4	1	0.038538011695906434	4	0	0.016140350877192986	4	1196	8	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000744007	966	0			3	0	0.6685541400773097	0.0
ENSG00000270488	0.8771929824561403	0.0024281812865497077	ENSG00000270488	processed_pseudogene	chr2	10874291	10874567	-	277	1	0	0	1	1	0.0	1	0	0.0	1	277	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000603846	277	0			1	0	0.0	0.0
ENSG00000296957	4.970760233918129	0.023277052631578945	ENSG00000296957	lncRNA	chr2	10883874	10914457	-	30584	2	0	0	2	2	0.015730994152046783	2	0	0.012573099415204679	2	855	5	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000743884	390	0			3	0	0.6758155510936655	0.0
ENSG00000162975	54.09356725146199	1.5032961023391818	KCNF1	protein_coding	chr2	10911934	10914225	+	2292	1	1	0	1	1	0.6848245614035089	1	1	0.6848245614035089	1	2292	1	1	1482	1	1	0.6465968586387435	493	317	1	1	0	0	ENST00000295082	2292	1482	493.0	317.0	1	1	0.45554868421324163	1.0
ENSG00000302613	4.093567251461988	0.011839540935672514	ENSG00000302613	lncRNA	chr2	10957130	10961442	-	4313	1	0	0	1	1	0.0014035087719298247	1	0	0.0014035087719298247	1	1315	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000788113	1315	0			2	0	0.11854418845759936	0.0
ENSG00000306022	0.0	0.000920578947368421	ENSG00000306022	lncRNA	chr2	10993373	11002138	-	8766	1	0	0	1	1	0.0	1	0	0.0	1	678	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000814859	678	0			3	0	0.0	0.0
ENSG00000307583	4.385964912280701	0.018895444444444447	ENSG00000307583	lncRNA	chr2	11097315	11098644	+	1330	2	0	0	2	2	0.0029239766081871343	2	0	0.0024269005847953216	2	801	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000827226	719	0			2	0	0.15474505597283417	0.0
ENSG00000226080	26.023391812865498	0.07884755847953212	RPL6P4	processed_pseudogene	chr2	11102142	11102997	+	856	1	0	0	1	1	0.0	1	0	0.0	1	856	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000437876	856	0			1	0	0.0	0.0
ENSG00000145063	5.555555555555555	0.019692543859649116	ENSG00000145063	lncRNA	chr2	11105317	11132821	-	27505	29	0	0	27	14	0.03342105263157895	29	0	0.0042105263157894745	19	5463	52	12	0	0	0	0.0	0	0	0	0	0	0	ENST00000544306	1139	0			5	0	1.6971424753335271	0.0
ENSG00000296149	5.263157894736842	0.01796299122807018	ENSG00000296149	lncRNA	chr2	11121639	11124924	+	3286	5	0	0	5	3	0.003713450292397661	5	0	0.0016666666666666666	4	838	10	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000736852	722	0			3	0	0.20672783531702524	0.0
ENSG00000296164	8.47953216374269	0.021688739766081877	ENSG00000296164	lncRNA	chr2	11130097	11132601	+	2505	2	0	0	2	2	0.013216374269005848	2	0	0.012076023391812865	1	1259	5	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000737027	725	0			3	0	0.609365708268324	0.0
ENSG00000150873	32.16374269005848	0.30832614327485375	C2orf50	protein_coding	chr2	11133128	11151317	+	18190	2	2	0	2	2	0.13862573099415212	2	0	0.09043859649122817	2	7902	6	3	486	3	3	0.06150341685649203	207	7209	1	1	0	1	ENST00000381585	7902	486	207.0	7209.0	3	3	0.4496074498313814	0.0
ENSG00000162976	100.0	27.13281611111108	SLC66A3	protein_coding	chr2	11155198	11178870	+	23673	10	5	1	10	10	14.03622807017544	10	6	10.992076023391814	2	2271	28	9	686	14	9	0.3020695728753853	195	1214	3	4	0	2	ENST00000295083	1717	606	80.0	1031.0	7	7	0.517315564027558	0.6
ENSG00000134318	100.0	24.02852695906432	ROCK2	protein_coding	chr2	11179759	11348330	-	168572	12	5	1	10	10	11.52204678362573	12	3	6.184941520467836	2	11657	54	37	4423	38	35	0.37942866946898857	973	3698	4	3	1	1	ENST00000315872	8345	4164	500.0	3681.0	33	33	0.4795153195722324	0.25
ENSG00000207267	0.5847953216374269	0.0014103947368421053	RNU6-1081P	snRNA	chr2	11233988	11234094	+	107	1	0	0	1	1	0.0	1	0	0.0	1	107	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384537	107	0			1	0	0.0	0.0
ENSG00000230154	52.92397660818714	0.1537551871345029	AIDAP1	processed_pseudogene	chr2	11308025	11308941	+	917	1	0	0	1	1	0.00649122807017544	1	0	0.00649122807017544	1	917	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000456674	917	0			1	0	0.042217945235870344	0.0
ENSG00000306117	40.643274853801174	0.18592978070175434	ENSG00000306117	lncRNA	chr2	11343743	11349288	+	5546	3	0	0	3	1	0.09350877192982456	3	0	0.03982456140350877	3	946	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000815406	301	0			2	0	0.5029251988406301	0.0
ENSG00000226961	2.3391812865497075	0.005610508771929825	PPIAP60	processed_pseudogene	chr2	11351627	11352118	+	492	1	0	0	1	1	0.0	1	0	0.0	1	492	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000433548	492	0			1	0	0.0	0.0
ENSG00000230952	2.923976608187134	0.010109099415204676	LINC03037	lncRNA	chr2	11357515	11365636	-	8122	1	0	0	1	1	0.0032748538011695915	1	0	0.0032748538011695915	1	1061	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000430897	1061	0			2	0	0.3239510926407569	0.0
ENSG00000224177	26.608187134502927	0.1159453070175438	LINC00570	lncRNA	chr2	11371440	11407023	+	35584	18	0	0	18	13	0.32222222222222224	18	0	0.06681286549707603	10	3719	37	13	0	0	0	0.0	0	0	0	0	0	0	ENST00000675665	1331	0			3	0	2.7790880934358686	0.0
ENSG00000231403	2.046783625730994	0.008145695906432748	ENSG00000231403	lncRNA	chr2	11388023	11390367	-	2345	1	0	0	1	1	0.001783625730994152	1	0	0.001783625730994152	1	626	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000454489	626	0			3	0	0.2189654206935963	0.0
ENSG00000297324	1.461988304093567	0.0029741929824561412	ENSG00000297324	lncRNA	chr2	11391766	11394095	-	2330	1	0	0	1	1	0.0019298245614035089	1	0	0.0019298245614035089	1	308	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000747106	308	0			2	0	0.6488565378194879	0.0
ENSG00000297262	2.3391812865497075	0.00886580701754386	ENSG00000297262	lncRNA	chr2	11394370	11426428	-	32059	2	0	0	2	1	0.005818713450292398	2	0	0.002953216374269006	2	470	6	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000746663	386	0			4	0	0.6563095089683539	0.0
ENSG00000285569	37.719298245614034	0.19267924561403518	ENSG00000285569	lncRNA	chr2	11405508	11427276	+	21769	17	0	0	13	10	1.2625146198830408	17	3	0.3884795321637428	7	9856	31	9	0	0	0	0.0	0	0	0	0	0	0	ENST00000656821	2900	0			3	0	6.552416249397421	0.17647058823529413
ENSG00000169016	100.0	11.258786491228069	E2F6	protein_coding	chr2	11444375	11466177	-	21803	12	4	5	10	7	6.186315789473683	12	5	2.8724269005847933	4	4067	25	9	855	13	10	0.21022866978116547	727	2105	3	1	1	0	ENST00000381525	3230	843	282.0	2105.0	7	7	0.5494655924325021	0.4166666666666667
ENSG00000196208	94.15204678362574	2.451458257309942	GREB1	protein_coding	chr2	11482341	11642788	+	160448	10	8	0	10	9	2.0115497076023394	10	3	1.3505555555555555	3	12432	51	38	6190	39	34	0.4979086229086229	1637	4101	4	6	6	0	ENST00000381486	8555	5847	371.0	2337.0	33	32	0.8205522984550725	0.3
ENSG00000305144	6.725146198830409	0.022452692982456137	ENSG00000305144	lncRNA	chr2	11483330	11483917	+	588	1	0	0	1	1	0.006783625730994153	1	0	0.006783625730994153	1	588	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000809047	588	0			1	0	0.3021297149653574	0.0
ENSG00000201610	0.0	0.0	RNA5SP84	rRNA_pseudogene	chr2	11517397	11517503	+	107	1	0	0	1	1	0.0	1	0	0.0	1	107	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000364740	107	0			1	0		0.0
ENSG00000264010	0.29239766081871343	0.0013749064327485381	MIR4429	miRNA	chr2	11540605	11540677	-	73	1	0	0	1	1	0.0	1	0	0.0	1	73	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000580105	73	0			1	0	0.0	0.0
ENSG00000251718	0.8771929824561403	0.0034196345029239767	RNU2-13P	snRNA	chr2	11561194	11561306	+	113	1	0	0	1	1	0.0	1	0	0.0	1	113	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000515909	113	0			1	0	0.0	0.0
ENSG00000285626	0.5847953216374269	0.00227566081871345	5S_rRNA	rRNA_pseudogene	chr2	11561661	11561779	-	119	1	0	0	1	1	0.0	1	0	0.0	1	119	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000649180	119	0			1	0	0.0	0.0
ENSG00000239899	19.883040935672515	0.07631431578947372	RN7SL674P	misc_RNA	chr2	11584773	11585047	+	275	1	0	0	1	1	0.011345029239766082	1	0	0.011345029239766082	1	275	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000463397	275	0			1	0	0.1486618745434777	0.0
ENSG00000303313	7.309941520467836	0.04631131286549708	ENSG00000303313	lncRNA	chr2	11656785	11658839	+	2055	1	0	0	1	1	0.0	1	0	0.0	1	626	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000793551	626	0			2	0	0.0	0.0
ENSG00000169006	33.33333333333333	0.8060248304093568	NTSR2	protein_coding	chr2	11658178	11670195	-	12018	1	1	0	1	1	0.36467836257309943	1	1	0.36467836257309943	1	1600	4	4	1230	4	4	0.76875	66	304	1	1	0	0	ENST00000306928	1600	1230	66.0	304.0	4	4	0.4524406058159397	1.0
ENSG00000230044	1.1695906432748537	0.0022819239766081875	CDK8P1	processed_pseudogene	chr2	11665369	11665969	-	601	1	0	0	1	1	0.0003508771929824561	1	0	0.0003508771929824561	1	601	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000399740	601	0			1	0	0.15376375224559144	0.0
ENSG00000276411	3.8011695906432745	0.008129084795321637	ENSG00000276411	lncRNA	chr2	11673964	11676925	-	2962	1	0	0	1	1	0.003771929824561403	1	0	0.003771929824561403	1	596	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000617634	596	0			2	0	0.4640042415023378	0.0
ENSG00000134324	100.0	29.43550728070175	LPIN1	protein_coding	chr2	11677595	11827409	+	149815	20	9	1	17	17	18.029298245614036	20	8	9.121637426900582	2	11861	60	33	3013	30	24	0.25402579883652304	876	2643	4	5	6	0	ENST00000674199	5448	2778	49.0	2621.0	21	20	0.612501699858057	0.4
ENSG00000228496	11.11111111111111	0.05763720175438593	ENSG00000228496	lncRNA	chr2	11681420	11703161	+	21742	3	0	0	3	3	0.040233918128654955	3	0	0.034385964912280687	2	1484	7	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000827420	326	0			3	0	0.6980546748280217	0.0
ENSG00000203643	1.461988304093567	0.04054132748538011	ENSG00000203643	lncRNA	chr2	11721619	11724222	-	2604	1	0	0	1	1	0.015760233918128655	1	0	0.015760233918128655	1	1605	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000430048	1605	0			2	0	0.38874489060112943	0.0
ENSG00000230790	17.83625730994152	0.07328731578947369	ENSG00000230790	lncRNA	chr2	11740997	11745301	-	4305	1	0	0	1	1	0.007017543859649124	1	0	0.007017543859649124	1	561	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000431500	561	0			3	0	0.09575386660097952	0.0
ENSG00000265056	0.29239766081871343	0.0006073976608187134	MIR548S	miRNA	chr2	11767444	11767525	+	82	1	0	0	1	1	0.0	1	0	0.0	1	82	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000581352	82	0			1	0	0.0	0.0
ENSG00000224184	7.602339181286549	0.05035887719298249	MIR3681HG	lncRNA	chr2	11829690	12702919	+	873230	55	0	0	45	32	0.3717251461988304	55	0	0.08444444444444445	10	16205	102	45	0	0	0	0.0	0	0	0	0	0	0	ENST00000412294	2193	0			6	0	7.381521728022767	0.0
ENSG00000265172	0.0	0.0	MIR4262	miRNA	chr2	11836933	11836986	-	54	1	0	0	1	1	0.0	1	0	0.0	1	54	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000578394	54	0			1	0		0.0
ENSG00000307254	4.385964912280701	0.014541304093567253	ENSG00000307254	lncRNA	chr2	11979435	12064353	-	84919	3	0	0	3	3	0.012076023391812863	3	0	0.009766081871345027	2	1635	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000824753	931	0			2	0	0.8304635756262759	0.0
ENSG00000238503	0.0	0.0	SNORD18	snoRNA	chr2	12030303	12030372	-	70	1	0	0	1	1	0.0	1	0	0.0	1	70	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000459604	70	0			1	0		0.0
ENSG00000307283	6.140350877192982	0.04392947953216375	ENSG00000307283	lncRNA	chr2	12131214	12133117	-	1904	1	0	0	1	1	0.021812865497076027	1	0	0.021812865497076027	1	410	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000824926	410	0			2	0	0.496542771036141	0.0
ENSG00000289856	19.298245614035086	0.06029611111111108	ENSG00000289856	lncRNA	chr2	12189509	12193249	-	3741	6	0	0	5	4	0.07453216374269006	6	0	0.04014619883040935	5	1291	12	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000824841	743	0			3	0	1.2361023351132114	0.0
ENSG00000264089	0.0	0.0	MIR3681	miRNA	chr2	12199130	12199201	+	72	1	0	0	1	1	0.0	1	0	0.0	1	72	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000580089	72	0			1	0		0.0
ENSG00000290030	0.5847953216374269	0.003155450292397661	ENSG00000290030	lncRNA	chr2	12261246	12277678	-	16433	4	0	0	4	3	0.0023976608187134506	4	0	0.0011403508771929826	4	2038	7	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000762553	542	0			2	0	0.7598474374608494	0.0
ENSG00000207183	0.0	0.0	RNU6-843P	snRNA	chr2	12411398	12411501	-	104	1	0	0	1	1	0.0	1	0	0.0	1	104	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384454	104	0			1	0		0.0
ENSG00000309390	3.216374269005848	0.008414859649122806	ENSG00000309390	lncRNA	chr2	12501319	12507354	-	6036	2	0	0	2	2	0.0015204678362573099	2	0	0.0013157894736842105	2	984	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000840696	984	0			4	0	0.1806884368434842	0.0
ENSG00000309353	6.725146198830409	0.029344839181286556	ENSG00000309353	lncRNA	chr2	12535717	12665506	-	129790	5	0	0	4	4	0.03868421052631579	5	0	0.01590643274853801	4	1393	10	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000840475	496	0			3	0	1.3182628225471766	0.0
ENSG00000223360	0.5847953216374269	0.0030387134502923973	ENSG00000223360	lncRNA	chr2	12598987	12605145	+	6159	1	0	0	1	1	0.002777777777777778	1	0	0.002777777777777778	1	399	4	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000414086	399	0			4	0	0.9141295562141566	0.0
ENSG00000286427	72.22222222222221	0.30394069590643286	ENSG00000286427	lncRNA	chr2	12680180	12716752	-	36573	3	0	0	3	3	0.13204678362573088	3	0	0.09342105263157892	2	3174	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000840615	1111	0			3	0	0.4344491718423289	0.0
ENSG00000261117	36.54970760233918	0.11257320760233916	ENSG00000261117	lncRNA	chr2	12715415	12716227	+	813	1	0	0	1	1	0.009064327485380117	1	0	0.009064327485380117	1	813	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000569860	813	0			1	0	0.080519403137197	0.0
